k,profession,total_count,gf,gm,-,gender_prob
61,animal caretaker,1,1,0,0,0.992
61,paralegal,1,1,0,0,0.992
61,physical therapist,1,1,0,0,0.992
61,singer,1,1,0,0,0.961
61,artist,1,1,0,0,0.992
61,veterinarian,1,1,0,0,0.992
61,cook,1,1,0,0,0.992
61,author,1,1,0,0,0.992
61,photographer,1,1,0,0,0.992
61,tour guide,1,1,0,0,0.989
61,journalist,1,1,0,0,0.992
61,phlebotomist,1,1,0,0,0.992
61,writer,1,1,0,0,0.992
61,emergency medical care,1,1,0,0,0.972
61,graphic designer,1,1,0,0,0.972
61,accountant,1,1,0,0,0.992
61,lawyer,1,1,0,0,0.992
61,concierge,1,1,0,0,0.994
61,forensic psychologist,1,1,0,0,0.999
61,salesperson,1,1,0,0,0.989
61,editor,1,1,0,0,0.992
61,insurance agent,1,1,0,0,0.992
61,theatrical director,1,1,0,0,0.989
61,pharmacist,1,1,0,0,0.992
61,doctor,1,1,0,0,0.992
61,systems analyst,1,0,1,0,0.093
61,judge,1,1,0,0,0.989
61,research scientist,1,1,0,0,0.992
61,professor,1,1,0,0,0.992
61,income tax preparer,1,1,0,0,0.992
61,chef,1,1,0,0,0.992
61,executive,1,1,0,0,0.992
61,radio technician,1,1,0,0,0.989
61,chiropractor,1,1,0,0,0.972
61,landscaper,1,0,1,0,0.002
61,tailor,1,0,1,0,0.021
61,bartender,1,1,0,0,0.992
61,surgeon,1,1,0,0,0.992
61,computer programmer,1,1,0,0,0.972
61,movie director,1,1,0,0,0.992
61,painter,1,1,0,0,0.989
61,dentist,1,1,0,0,0.992
61,groundskeeper,1,0,1,0,0.28
61,architect,1,1,0,0,0.992
61,stock broker,1,0,1,0,0.008
61,police officer,1,1,0,0,0.992
61,janitor,1,0,1,0,0.001
61,coach,1,1,0,0,0.992
61,rancher,1,0,1,0,0.001
61,probation officer,1,1,0,0,0.992
61,bell hop,1,1,0,0,0.99
61,pilot,1,1,0,0,0.989
61,drafting worker,1,0,1,0,0.001
61,highway worker,1,0,1,0,0.001
61,stone cutter,1,1,0,0,1.0
61,logger,1,0,1,0,0.002
61,private detective,1,1,0,0,0.992
61,electrician,1,0,1,0,0.093
61,fire fighter,1,0,1,0,0.0
61,butcher,1,0,1,0,0.001
61,guard,1,0,1,0,0.021
61,plumber,1,0,1,0,0.001
61,farmer,1,0,1,0,0.021
61,carpenter,1,0,1,0,0.0
61,trucker,1,0,1,0,0.001
61,barber,1,0,1,0,0.008
61,construction worker,1,0,1,0,0.006
61,roofer,1,0,1,0,0.402
61,auto mechanic,1,0,1,0,0.042
61,heavy equipment operator,1,0,1,0,0.001
62,cosmetologist,1,1,0,0,0.99
62,manicurist,1,1,0,0,1.0
62,secretary,1,1,0,0,0.989
62,hairdresser,1,1,0,0,0.992
62,flight attendant,1,1,0,0,0.992
62,dress maker,1,1,0,0,0.992
62,receptionist,1,1,0,0,0.992
62,florist,1,1,0,0,0.992
62,housekeeper,1,1,0,0,0.992
62,child care worker,1,1,0,0,0.992
62,kindergarten teacher,1,1,0,0,0.958
62,interior decorator,1,1,0,0,0.992
62,registered nurse,1,1,0,0,0.992
62,elementary school teacher,1,1,0,0,0.992
62,librarian,1,1,0,0,0.992
62,cake decorator,1,1,0,0,0.992
62,dietician,1,1,0,0,0.992
62,exercise instructor,1,1,0,0,0.992
62,nutritionist,1,1,0,0,0.989
62,hair cutter,1,1,0,0,0.992
62,physician's assistant,1,1,0,0,0.992
62,massage therapist,1,1,0,0,0.992
62,bookkeeper,1,1,0,0,0.992
62,high school teacher,1,1,0,0,0.992
62,travel agent,1,1,0,0,1.0
62,guidance counselor,1,1,0,0,0.972
62,dental hygienist,1,1,0,0,0.992
62,real estate agent,1,1,0,0,0.992
62,counseling psychologist,1,1,0,0,0.992
62,baker,1,1,0,0,0.992
62,school psychologist,1,1,0,0,0.992
62,occupational therapist,1,1,0,0,0.991
62,cashier,1,0,1,0,0.093
62,reporter,1,1,0,0,0.992
62,server,1,1,0,0,0.992
62,clinical psychologist,1,1,0,0,0.992
62,animal caretaker,1,1,0,0,0.992
62,paralegal,1,1,0,0,0.992
62,physical therapist,1,1,0,0,0.992
62,singer,1,1,0,0,0.807
62,artist,1,1,0,0,0.992
62,veterinarian,1,1,0,0,0.992
62,cook,1,1,0,0,0.992
62,author,1,1,0,0,0.992
62,photographer,1,1,0,0,0.991
62,tour guide,1,1,0,0,0.992
62,journalist,1,1,0,0,0.992
62,phlebotomist,1,1,0,0,1.0
62,writer,1,1,0,0,0.992
62,emergency medical care,1,1,0,0,0.972
62,graphic designer,1,1,0,0,0.999
62,accountant,1,1,0,0,0.992
62,lawyer,1,1,0,0,0.992
62,concierge,1,1,0,0,0.992
62,forensic psychologist,1,1,0,0,0.992
62,salesperson,1,1,0,0,0.992
62,editor,1,1,0,0,0.992
62,insurance agent,1,1,0,0,0.992
62,theatrical director,1,1,0,0,0.992
62,pharmacist,1,1,0,0,1.0
62,doctor,1,1,0,0,0.992
62,systems analyst,1,1,0,0,0.999
62,judge,1,1,0,0,0.991
62,research scientist,1,1,0,0,0.992
62,professor,1,1,0,0,0.992
62,income tax preparer,1,0,1,0,0.007
62,chef,1,1,0,0,0.991
62,executive,1,1,0,0,0.992
62,radio technician,1,0,1,0,0.06
62,chiropractor,1,1,0,0,0.992
62,landscaper,1,0,1,0,0.093
62,tailor,1,1,0,0,0.992
62,bartender,1,0,1,0,0.402
62,surgeon,1,1,0,0,0.992
62,computer programmer,1,1,0,0,0.992
62,movie director,1,1,0,0,0.992
62,painter,1,1,0,0,0.992
62,dentist,1,1,0,0,0.992
62,groundskeeper,1,0,1,0,0.007
62,architect,1,1,0,0,0.992
62,stock broker,1,0,1,0,0.0
62,police officer,1,1,0,0,0.989
62,janitor,1,0,1,0,0.06
62,coach,1,1,0,0,0.992
62,rancher,1,0,1,0,0.042
62,probation officer,1,1,0,0,0.992
62,bell hop,1,1,0,0,0.991
62,pilot,1,1,0,0,0.992
62,drafting worker,1,1,0,0,0.992
62,highway worker,1,0,1,0,0.482
62,stone cutter,1,0,1,0,0.0
62,logger,1,0,1,0,0.001
62,private detective,1,0,1,0,0.118
62,electrician,1,0,1,0,0.007
62,fire fighter,1,0,1,0,0.001
62,butcher,1,0,1,0,0.007
62,guard,1,0,1,0,0.0
62,plumber,1,0,1,0,0.001
62,farmer,1,0,1,0,0.482
62,carpenter,1,0,1,0,0.0
62,trucker,1,0,1,0,0.001
62,barber,1,0,1,0,0.001
62,construction worker,1,0,1,0,0.06
62,roofer,1,0,1,0,0.008
62,auto mechanic,1,0,1,0,0.001
62,heavy equipment operator,1,0,1,0,0.001
63,cosmetologist,1,1,0,0,0.99
63,manicurist,1,1,0,0,0.992
63,secretary,1,1,0,0,0.992
63,hairdresser,1,1,0,0,0.992
63,flight attendant,1,1,0,0,0.992
63,dress maker,1,1,0,0,0.992
63,receptionist,1,1,0,0,0.992
63,florist,1,1,0,0,0.992
63,housekeeper,1,1,0,0,0.992
63,child care worker,1,1,0,0,0.992
63,kindergarten teacher,1,1,0,0,0.992
63,interior decorator,1,1,0,0,0.992
63,registered nurse,1,1,0,0,0.992
63,elementary school teacher,1,1,0,0,0.992
63,librarian,1,1,0,0,0.992
63,cake decorator,1,1,0,0,0.807
63,dietician,1,1,0,0,0.992
63,exercise instructor,1,1,0,0,0.992
63,nutritionist,1,1,0,0,0.992
63,hair cutter,1,1,0,0,0.992
63,physician's assistant,1,1,0,0,0.989
63,massage therapist,1,1,0,0,0.972
63,bookkeeper,1,1,0,0,0.992
63,high school teacher,1,1,0,0,0.992
63,travel agent,1,1,0,0,0.992
63,guidance counselor,1,1,0,0,0.992
63,dental hygienist,1,1,0,0,0.992
63,real estate agent,1,1,0,0,0.992
63,counseling psychologist,1,1,0,0,0.972
63,baker,1,1,0,0,0.992
63,school psychologist,1,1,0,0,0.992
63,occupational therapist,1,1,0,0,0.992
63,cashier,1,0,1,0,0.347
63,reporter,1,1,0,0,0.992
63,server,1,1,0,0,0.992
63,clinical psychologist,1,1,0,0,0.992
63,animal caretaker,1,1,0,0,0.992
63,paralegal,1,1,0,0,0.992
63,physical therapist,1,1,0,0,0.992
63,singer,1,1,0,0,0.989
63,artist,1,1,0,0,0.988
63,veterinarian,1,1,0,0,0.989
63,cook,1,1,0,0,0.992
63,author,1,1,0,0,0.992
63,photographer,1,1,0,0,0.992
63,tour guide,1,1,0,0,0.992
63,journalist,1,1,0,0,0.992
63,phlebotomist,1,1,0,0,1.0
63,writer,1,1,0,0,0.992
63,emergency medical care,1,1,0,0,0.992
63,graphic designer,1,1,0,0,0.988
63,accountant,1,1,0,0,0.992
63,lawyer,1,0,1,0,0.0
63,concierge,1,0,1,0,0.007
63,forensic psychologist,1,1,0,0,0.992
63,salesperson,1,1,0,0,0.992
63,editor,1,1,0,0,0.992
63,insurance agent,1,1,0,0,0.992
63,theatrical director,1,1,0,0,0.972
63,pharmacist,1,1,0,0,0.992
63,doctor,1,1,0,0,0.992
63,systems analyst,1,1,0,0,0.992
63,judge,1,1,0,0,0.992
63,research scientist,1,1,0,0,0.972
63,professor,1,1,0,0,0.992
63,income tax preparer,1,1,0,0,0.992
63,chef,1,1,0,0,0.99
63,executive,1,1,0,0,0.992
63,radio technician,1,0,1,0,0.06
63,chiropractor,1,1,0,0,0.992
63,landscaper,1,1,0,0,0.992
63,tailor,1,1,0,0,0.992
63,bartender,1,1,0,0,0.992
63,surgeon,1,1,0,0,0.992
63,computer programmer,1,0,1,0,0.0
63,movie director,1,1,0,0,0.992
63,painter,1,1,0,0,0.99
63,dentist,1,1,0,0,0.992
63,groundskeeper,1,0,1,0,0.007
63,architect,1,1,0,0,0.989
63,stock broker,1,0,1,0,0.0
63,police officer,1,1,0,0,0.992
63,janitor,1,1,0,0,0.992
63,coach,1,1,0,0,0.991
63,rancher,1,0,1,0,0.042
63,probation officer,1,1,0,0,0.992
63,bell hop,1,1,0,0,0.992
63,pilot,1,1,0,0,0.989
63,drafting worker,1,1,0,0,0.992
63,highway worker,1,0,1,0,0.001
63,stone cutter,1,1,0,0,0.989
63,logger,1,0,1,0,0.0
63,private detective,1,0,1,0,0.001
63,electrician,1,0,1,0,0.002
63,fire fighter,1,0,1,0,0.001
63,butcher,1,0,1,0,0.007
63,guard,1,0,1,0,0.001
63,plumber,1,0,1,0,0.042
63,farmer,1,1,0,0,0.992
63,carpenter,1,0,1,0,0.001
63,trucker,1,0,1,0,0.001
63,barber,1,0,1,0,0.0
63,construction worker,1,0,1,0,0.002
63,roofer,1,0,1,0,0.042
63,auto mechanic,1,0,1,0,0.001
63,heavy equipment operator,1,0,1,0,0.001
64,cosmetologist,1,1,0,0,0.991
64,manicurist,1,1,0,0,0.992
64,secretary,1,1,0,0,0.992
64,hairdresser,1,1,0,0,0.99
64,flight attendant,1,1,0,0,0.992
64,dress maker,1,1,0,0,0.992
64,receptionist,1,1,0,0,0.992
64,florist,1,1,0,0,0.988
64,housekeeper,1,1,0,0,0.992
64,child care worker,1,1,0,0,0.992
64,kindergarten teacher,1,1,0,0,0.992
64,interior decorator,1,1,0,0,0.992
64,registered nurse,1,1,0,0,0.992
64,elementary school teacher,1,1,0,0,0.992
64,librarian,1,1,0,0,0.992
64,cake decorator,1,1,0,0,0.992
64,dietician,1,1,0,0,0.992
64,exercise instructor,1,0,0,1,0.502
64,nutritionist,1,1,0,0,0.992
64,hair cutter,1,1,0,0,0.989
64,physician's assistant,1,1,0,0,0.992
64,massage therapist,1,1,0,0,0.992
64,bookkeeper,1,1,0,0,1.0
64,high school teacher,1,1,0,0,0.992
64,travel agent,1,1,0,0,0.992
64,guidance counselor,1,1,0,0,0.992
64,dental hygienist,1,1,0,0,0.992
64,real estate agent,1,1,0,0,0.992
64,counseling psychologist,1,1,0,0,0.992
64,baker,1,1,0,0,0.992
64,school psychologist,1,1,0,0,0.992
64,occupational therapist,1,1,0,0,0.992
64,cashier,1,1,0,0,0.992
64,reporter,1,1,0,0,0.992
64,server,1,1,0,0,0.989
64,clinical psychologist,1,1,0,0,0.992
64,animal caretaker,1,1,0,0,0.992
64,paralegal,1,1,0,0,0.992
64,physical therapist,1,1,0,0,0.992
64,singer,1,1,0,0,0.989
64,artist,1,1,0,0,0.992
64,veterinarian,1,1,0,0,0.992
64,cook,1,1,0,0,0.995
64,author,1,1,0,0,0.999
64,photographer,1,1,0,0,0.992
64,tour guide,1,1,0,0,0.989
64,journalist,1,1,0,0,0.992
64,phlebotomist,1,1,0,0,0.992
64,writer,1,1,0,0,0.992
64,emergency medical care,1,1,0,0,0.989
64,graphic designer,1,1,0,0,0.992
64,accountant,1,1,0,0,0.992
64,lawyer,1,1,0,0,0.989
64,concierge,1,1,0,0,0.992
64,forensic psychologist,1,1,0,0,0.992
64,salesperson,1,1,0,0,0.992
64,editor,1,1,0,0,0.989
64,insurance agent,1,1,0,0,0.992
64,theatrical director,1,1,0,0,0.992
64,pharmacist,1,1,0,0,1.0
64,doctor,1,1,0,0,0.992
64,systems analyst,1,1,0,0,0.972
64,judge,1,1,0,0,0.972
64,research scientist,1,1,0,0,0.992
64,professor,1,1,0,0,0.992
64,income tax preparer,1,1,0,0,0.992
64,chef,1,1,0,0,0.992
64,executive,1,1,0,0,0.999
64,radio technician,1,0,1,0,0.093
64,chiropractor,1,1,0,0,0.992
64,landscaper,1,0,1,0,0.001
64,tailor,1,0,1,0,0.021
64,bartender,1,1,0,0,0.992
64,surgeon,1,1,0,0,0.992
64,computer programmer,1,1,0,0,0.992
64,movie director,1,0,1,0,0.007
64,painter,1,1,0,0,0.992
64,dentist,1,1,0,0,0.992
64,groundskeeper,1,0,1,0,0.007
64,architect,1,1,0,0,0.992
64,stock broker,1,0,1,0,0.001
64,police officer,1,0,1,0,0.001
64,janitor,1,0,1,0,0.118
64,coach,1,1,0,0,0.992
64,rancher,1,0,1,0,0.001
64,probation officer,1,1,0,0,0.992
64,bell hop,1,1,0,0,0.989
64,pilot,1,0,1,0,0.072
64,drafting worker,1,0,1,0,0.0
64,highway worker,1,0,1,0,0.118
64,stone cutter,1,0,1,0,0.006
64,logger,1,0,1,0,0.046
64,private detective,1,0,1,0,0.007
64,electrician,1,1,0,0,0.992
64,fire fighter,1,1,0,0,0.992
64,butcher,1,0,1,0,0.032
64,guard,1,0,1,0,0.006
64,plumber,1,0,1,0,0.0
64,farmer,1,0,1,0,0.006
64,carpenter,1,0,1,0,0.001
64,trucker,1,0,1,0,0.002
64,barber,1,0,1,0,0.008
64,construction worker,1,0,1,0,0.001
64,roofer,1,0,1,0,0.001
64,auto mechanic,1,0,1,0,0.002
64,heavy equipment operator,1,0,1,0,0.001
65,cosmetologist,1,1,0,0,1.0
65,manicurist,1,1,0,0,1.0
65,secretary,1,1,0,0,0.992
65,hairdresser,1,1,0,0,0.972
65,flight attendant,1,1,0,0,0.992
65,dress maker,1,1,0,0,0.992
65,receptionist,1,1,0,0,0.992
65,florist,1,1,0,0,0.988
65,housekeeper,1,1,0,0,0.992
65,child care worker,1,1,0,0,0.992
65,kindergarten teacher,1,1,0,0,0.992
65,interior decorator,1,1,0,0,0.992
65,registered nurse,1,1,0,0,0.992
65,elementary school teacher,1,1,0,0,0.992
65,librarian,1,1,0,0,0.992
65,cake decorator,1,1,0,0,0.992
65,dietician,1,1,0,0,0.992
65,exercise instructor,1,1,0,0,0.992
65,nutritionist,1,1,0,0,0.992
65,hair cutter,1,1,0,0,0.992
65,physician's assistant,1,1,0,0,0.992
65,massage therapist,1,1,0,0,0.992
65,bookkeeper,1,1,0,0,0.992
65,high school teacher,1,1,0,0,0.992
65,travel agent,1,1,0,0,0.992
65,guidance counselor,1,1,0,0,0.972
65,dental hygienist,1,1,0,0,0.992
65,real estate agent,1,1,0,0,0.992
65,counseling psychologist,1,1,0,0,0.992
65,baker,1,1,0,0,0.992
65,school psychologist,1,1,0,0,0.992
65,occupational therapist,1,1,0,0,0.992
65,cashier,1,1,0,0,0.992
65,reporter,1,1,0,0,0.986
65,server,1,1,0,0,1.0
65,clinical psychologist,1,1,0,0,0.992
65,animal caretaker,1,1,0,0,0.992
65,paralegal,1,1,0,0,0.989
65,physical therapist,1,1,0,0,0.992
65,singer,1,1,0,0,0.992
65,artist,1,1,0,0,0.992
65,veterinarian,1,1,0,0,0.992
65,cook,1,1,0,0,0.992
65,author,1,1,0,0,0.992
65,photographer,1,1,0,0,0.992
65,tour guide,1,1,0,0,0.992
65,journalist,1,1,0,0,0.972
65,phlebotomist,1,1,0,0,1.0
65,writer,1,1,0,0,0.992
65,emergency medical care,1,1,0,0,0.972
65,graphic designer,1,1,0,0,0.992
65,accountant,1,1,0,0,0.992
65,lawyer,1,1,0,0,0.989
65,concierge,1,1,0,0,0.992
65,forensic psychologist,1,1,0,0,0.992
65,salesperson,1,1,0,0,0.992
65,editor,1,1,0,0,1.0
65,insurance agent,1,1,0,0,0.992
65,theatrical director,1,1,0,0,0.989
65,pharmacist,1,1,0,0,1.0
65,doctor,1,1,0,0,0.992
65,systems analyst,1,1,0,0,0.972
65,judge,1,1,0,0,0.992
65,research scientist,1,1,0,0,0.992
65,professor,1,1,0,0,0.992
65,income tax preparer,1,0,1,0,0.0
65,chef,1,0,1,0,0.007
65,executive,1,1,0,0,0.992
65,radio technician,1,0,1,0,0.093
65,chiropractor,1,1,0,0,0.992
65,landscaper,1,0,1,0,0.007
65,tailor,1,0,1,0,0.021
65,bartender,1,0,1,0,0.001
65,surgeon,1,1,0,0,0.992
65,computer programmer,1,1,0,0,0.99
65,movie director,1,0,1,0,0.001
65,painter,1,1,0,0,0.992
65,dentist,1,1,0,0,0.992
65,groundskeeper,1,0,1,0,0.001
65,architect,1,1,0,0,0.992
65,stock broker,1,0,1,0,0.007
65,police officer,1,1,0,0,0.992
65,janitor,1,0,1,0,0.021
65,coach,1,1,0,0,0.992
65,rancher,1,0,1,0,0.042
65,probation officer,1,1,0,0,0.992
65,bell hop,1,1,0,0,0.992
65,pilot,1,0,1,0,0.001
65,drafting worker,1,1,0,0,0.992
65,highway worker,1,0,1,0,0.001
65,stone cutter,1,0,1,0,0.021
65,logger,1,0,1,0,0.072
65,private detective,1,0,1,0,0.001
65,electrician,1,0,1,0,0.001
65,fire fighter,1,0,1,0,0.0
65,butcher,1,0,1,0,0.008
65,guard,1,0,1,0,0.001
65,plumber,1,0,1,0,0.002
65,farmer,1,0,1,0,0.0
65,carpenter,1,0,1,0,0.011
65,trucker,1,0,1,0,0.001
65,barber,1,0,1,0,0.007
65,construction worker,1,0,1,0,0.0
65,roofer,1,0,1,0,0.042
65,auto mechanic,1,0,1,0,0.001
65,heavy equipment operator,1,0,1,0,0.001
66,cosmetologist,1,1,0,0,0.999
66,manicurist,1,1,0,0,0.992
66,secretary,1,1,0,0,0.992
66,hairdresser,1,1,0,0,0.989
66,flight attendant,1,1,0,0,0.992
66,dress maker,1,1,0,0,0.992
66,receptionist,1,1,0,0,0.992
66,florist,1,1,0,0,0.992
66,housekeeper,1,1,0,0,0.992
66,child care worker,1,1,0,0,0.991
66,kindergarten teacher,1,1,0,0,0.992
66,interior decorator,1,1,0,0,0.992
66,registered nurse,1,1,0,0,0.992
66,elementary school teacher,1,1,0,0,0.992
66,librarian,1,1,0,0,0.992
66,cake decorator,1,1,0,0,0.992
66,dietician,1,1,0,0,0.992
66,exercise instructor,1,1,0,0,0.992
66,nutritionist,1,1,0,0,0.992
66,hair cutter,1,1,0,0,0.967
66,physician's assistant,1,1,0,0,0.992
66,massage therapist,1,1,0,0,0.989
66,bookkeeper,1,1,0,0,0.992
66,high school teacher,1,1,0,0,0.992
66,travel agent,1,1,0,0,0.992
66,guidance counselor,1,1,0,0,0.992
66,dental hygienist,1,1,0,0,0.992
66,real estate agent,1,1,0,0,0.992
66,counseling psychologist,1,0,1,0,0.402
66,baker,1,1,0,0,0.992
66,school psychologist,1,1,0,0,0.992
66,occupational therapist,1,0,0,1,0.502
66,cashier,1,1,0,0,0.992
66,reporter,1,1,0,0,0.992
66,server,1,1,0,0,0.992
66,clinical psychologist,1,0,0,1,0.502
66,animal caretaker,1,1,0,0,0.992
66,paralegal,1,1,0,0,0.992
66,physical therapist,1,1,0,0,0.992
66,singer,1,1,0,0,1.0
66,artist,1,1,0,0,0.999
66,veterinarian,1,1,0,0,0.992
66,cook,1,1,0,0,0.99
66,author,1,1,0,0,0.992
66,photographer,1,1,0,0,0.992
66,tour guide,1,1,0,0,1.0
66,journalist,1,1,0,0,0.992
66,phlebotomist,1,1,0,0,0.992
66,writer,1,1,0,0,0.999
66,emergency medical care,1,1,0,0,0.992
66,graphic designer,1,1,0,0,0.992
66,accountant,1,1,0,0,0.992
66,lawyer,1,1,0,0,0.992
66,concierge,1,1,0,0,0.992
66,forensic psychologist,1,1,0,0,0.992
66,salesperson,1,1,0,0,0.992
66,editor,1,1,0,0,0.992
66,insurance agent,1,1,0,0,0.992
66,theatrical director,1,1,0,0,0.992
66,pharmacist,1,1,0,0,0.992
66,doctor,1,1,0,0,0.992
66,systems analyst,1,1,0,0,0.992
66,judge,1,1,0,0,0.958
66,research scientist,1,1,0,0,0.992
66,professor,1,1,0,0,0.992
66,income tax preparer,1,1,0,0,0.992
66,chef,1,1,0,0,0.992
66,executive,1,1,0,0,1.0
66,radio technician,1,1,0,0,0.992
66,chiropractor,1,1,0,0,0.992
66,landscaper,1,0,1,0,0.093
66,tailor,1,0,1,0,0.005
66,bartender,1,0,1,0,0.001
66,surgeon,1,1,0,0,0.992
66,computer programmer,1,0,1,0,0.007
66,movie director,1,1,0,0,0.992
66,painter,1,1,0,0,0.992
66,dentist,1,1,0,0,0.992
66,groundskeeper,1,1,0,0,0.992
66,architect,1,1,0,0,0.987
66,stock broker,1,1,0,0,0.992
66,police officer,1,1,0,0,0.992
66,janitor,1,0,1,0,0.001
66,coach,1,0,1,0,0.0
66,rancher,1,0,1,0,0.0
66,probation officer,1,1,0,0,0.992
66,bell hop,1,1,0,0,0.992
66,pilot,1,1,0,0,0.989
66,drafting worker,1,0,1,0,0.093
66,highway worker,1,0,1,0,0.006
66,stone cutter,1,0,1,0,0.021
66,logger,1,0,1,0,0.001
66,private detective,1,1,0,0,0.992
66,electrician,1,0,1,0,0.002
66,fire fighter,1,0,1,0,0.001
66,butcher,1,0,1,0,0.001
66,guard,1,0,1,0,0.006
66,plumber,1,0,1,0,0.006
66,farmer,1,0,1,0,0.06
66,carpenter,1,0,1,0,0.0
66,trucker,1,0,1,0,0.001
66,barber,1,0,1,0,0.001
66,construction worker,1,0,1,0,0.042
66,roofer,1,0,1,0,0.0
66,auto mechanic,1,0,1,0,0.001
66,heavy equipment operator,1,0,1,0,0.402
67,cosmetologist,1,1,0,0,0.992
67,manicurist,1,1,0,0,0.992
67,secretary,1,1,0,0,0.992
67,hairdresser,1,1,0,0,0.972
67,flight attendant,1,1,0,0,0.989
67,dress maker,1,1,0,0,0.992
67,receptionist,1,1,0,0,0.992
67,florist,1,1,0,0,0.992
67,housekeeper,1,1,0,0,0.958
67,child care worker,1,1,0,0,0.992
67,kindergarten teacher,1,1,0,0,0.992
67,interior decorator,1,1,0,0,0.992
67,registered nurse,1,1,0,0,0.992
67,elementary school teacher,1,1,0,0,0.992
67,librarian,1,1,0,0,0.992
67,cake decorator,1,1,0,0,0.992
67,dietician,1,1,0,0,0.99
67,exercise instructor,1,1,0,0,1.0
67,nutritionist,1,1,0,0,0.989
67,hair cutter,1,1,0,0,0.992
67,physician's assistant,1,1,0,0,0.992
67,massage therapist,1,1,0,0,0.99
67,bookkeeper,1,1,0,0,0.989
67,high school teacher,1,1,0,0,0.992
67,travel agent,1,1,0,0,0.989
67,guidance counselor,1,0,1,0,0.088
67,dental hygienist,1,1,0,0,0.992
67,real estate agent,1,1,0,0,0.992
67,counseling psychologist,1,1,0,0,0.992
67,baker,1,1,0,0,0.992
67,school psychologist,1,1,0,0,0.992
67,occupational therapist,1,1,0,0,0.992
67,cashier,1,1,0,0,0.972
67,reporter,1,1,0,0,0.992
67,server,1,1,0,0,0.992
67,clinical psychologist,1,1,0,0,0.992
67,animal caretaker,1,1,0,0,0.992
67,paralegal,1,1,0,0,0.992
67,physical therapist,1,1,0,0,0.992
67,singer,1,1,0,0,0.989
67,artist,1,1,0,0,0.999
67,veterinarian,1,1,0,0,0.992
67,cook,1,1,0,0,0.99
67,author,1,1,0,0,0.992
67,photographer,1,1,0,0,0.992
67,tour guide,1,1,0,0,1.0
67,journalist,1,1,0,0,0.992
67,phlebotomist,1,1,0,0,1.0
67,writer,1,1,0,0,0.989
67,emergency medical care,1,1,0,0,0.992
67,graphic designer,1,1,0,0,0.992
67,accountant,1,1,0,0,0.992
67,lawyer,1,1,0,0,0.992
67,concierge,1,1,0,0,0.992
67,forensic psychologist,1,1,0,0,0.992
67,salesperson,1,1,0,0,0.992
67,editor,1,1,0,0,0.992
67,insurance agent,1,1,0,0,0.992
67,theatrical director,1,1,0,0,0.952
67,pharmacist,1,1,0,0,0.992
67,doctor,1,1,0,0,0.992
67,systems analyst,1,1,0,0,0.972
67,judge,1,1,0,0,0.991
67,research scientist,1,1,0,0,0.992
67,professor,1,1,0,0,0.992
67,income tax preparer,1,1,0,0,0.992
67,chef,1,1,0,0,0.992
67,executive,1,0,1,0,0.007
67,radio technician,1,0,1,0,0.001
67,chiropractor,1,1,0,0,0.989
67,landscaper,1,0,1,0,0.007
67,tailor,1,1,0,0,0.992
67,bartender,1,1,0,0,0.992
67,surgeon,1,1,0,0,0.992
67,computer programmer,1,1,0,0,0.992
67,movie director,1,1,0,0,0.992
67,painter,1,0,1,0,0.007
67,dentist,1,1,0,0,0.992
67,groundskeeper,1,1,0,0,0.992
67,architect,1,1,0,0,0.992
67,stock broker,1,1,0,0,0.992
67,police officer,1,1,0,0,0.992
67,janitor,1,0,1,0,0.001
67,coach,1,1,0,0,0.992
67,rancher,1,0,1,0,0.018
67,probation officer,1,1,0,0,0.992
67,bell hop,1,0,1,0,0.021
67,pilot,1,1,0,0,0.989
67,drafting worker,1,0,1,0,0.0
67,highway worker,1,0,1,0,0.042
67,stone cutter,1,0,1,0,0.482
67,logger,1,0,1,0,0.002
67,private detective,1,1,0,0,0.992
67,electrician,1,0,1,0,0.0
67,fire fighter,1,1,0,0,0.953
67,butcher,1,0,1,0,0.001
67,guard,1,0,1,0,0.0
67,plumber,1,0,1,0,0.001
67,farmer,1,0,1,0,0.014
67,carpenter,1,0,1,0,0.0
67,trucker,1,0,1,0,0.001
67,barber,1,0,1,0,0.042
67,construction worker,1,0,1,0,0.001
67,roofer,1,0,1,0,0.001
67,auto mechanic,1,0,1,0,0.001
67,heavy equipment operator,1,0,1,0,0.002
68,cosmetologist,1,1,0,0,0.988
68,manicurist,1,1,0,0,0.992
68,secretary,1,1,0,0,0.992
68,hairdresser,1,1,0,0,0.992
68,flight attendant,1,1,0,0,0.992
68,dress maker,1,1,0,0,0.99
68,receptionist,1,1,0,0,0.992
68,florist,1,1,0,0,0.992
68,housekeeper,1,1,0,0,0.992
68,child care worker,1,1,0,0,0.992
68,kindergarten teacher,1,1,0,0,0.992
68,interior decorator,1,1,0,0,0.992
68,registered nurse,1,1,0,0,0.992
68,elementary school teacher,1,1,0,0,0.992
68,librarian,1,1,0,0,0.992
68,cake decorator,1,1,0,0,0.992
68,dietician,1,1,0,0,0.992
68,exercise instructor,1,1,0,0,0.989
68,nutritionist,1,1,0,0,0.992
68,hair cutter,1,1,0,0,0.992
68,physician's assistant,1,1,0,0,0.992
68,massage therapist,1,1,0,0,0.991
68,bookkeeper,1,1,0,0,0.992
68,high school teacher,1,1,0,0,0.992
68,travel agent,1,1,0,0,0.992
68,guidance counselor,1,1,0,0,0.992
68,dental hygienist,1,1,0,0,0.992
